id_sale,id_customer,id_store,payment_method
10095,23,1,Cartão de Débito
10096,56,5,PIX
10097,18,8,Cartão de Crédito
10098,41,15,Cartão de Crédito
10099,65,3,Cartão de Crédito
10100,27,12,PIX
10101,102,3,PIX
10102,91,2,PIX
10103,30,14,Cartão de Débito
10104,52,7,Cartão de Crédito
10105,47,6,Dinheiro
10106,19,10,Cartão de Crédito
10107,33,9,PIX
10108,111,14,PIX
10109,95,13,Cartão de Crédito
10110,72,10,PIX
10111,4,14,Cartão de Crédito
10112,75,6,Cartão de Crédito
10113,16,6,PIX
10114,40,13,Cartão de Crédito
10115,29,4,Cartão de Débito
10116,110,12,PIX
10117,12,9,Cartão de Crédito
10118,51,9,Cartão de Débito
10119,72,4,Cartão de Crédito
10120,49,1,PIX
10121,45,4,Cartão de Crédito
10122,90,1,PIX
10123,65,15,Cartão de Crédito
10124,10,11,Cartão de Crédito
10125,110,11,Cartão de Crédito
10126,60,1,Cartão de Crédito
10127,112,13,Cartão de Crédito
10128,23,6,Cartão de Crédito
10129,74,15,Cartão de Crédito
10130,28,12,PIX
10131,11,4,Cartão de Crédito
10132,9,8,PIX
10133,1,8,Cartão de Débito
10134,60,11,Cartão de Crédito
10135,61,3,Cartão de Crédito
10136,16,14,PIX
10137,14,7,Cartão de Crédito
10138,102,6,PIX
10139,4,11,PIX
10140,76,9,PIX
10141,65,10,Cartão de Crédito
10142,15,3,PIX
10143,26,9,Cartão de Débito
10144,49,5,Cartão de Débito
10145,13,12,PIX
10146,69,14,Cartão de Crédito
10147,92,13,Cartão de Débito
10148,97,4,Cartão de Crédito
10149,99,15,Cartão de Débito
10150,37,8,Cartão de Crédito
10151,56,5,Cartão de Crédito
10152,6,5,Cartão de Débito
10153,66,8,Cartão de Crédito
10154,111,4,Cartão de Crédito
10155,1,11,PIX
10156,34,1,PIX
10157,47,3,Cartão de Crédito
10158,46,6,Cartão de Débito
10159,72,6,Cartão de Crédito
10160,72,5,PIX
10161,60,12,Cartão de Crédito
10162,87,15,Cartão de Crédito
10163,37,9,PIX
10164,16,15,Cartão de Crédito
10165,39,4,Cartão de Crédito
10166,119,1,Cartão de Crédito
10167,63,10,PIX
10168,95,5,Cartão de Débito
10169,17,5,Cartão de Débito
10170,18,7,PIX
10171,3,9,Cartão de Débito
10172,17,4,PIX
10173,103,7,Cartão de Crédito
10174,15,15,PIX
10175,59,13,Cartão de Crédito
10176,4,9,Cartão de Crédito
10177,108,2,Cartão de Débito
10178,12,3,PIX
10179,99,7,Cartão de Crédito
10180,50,12,Dinheiro
10181,15,12,PIX
10182,31,15,Cartão de Crédito
10183,107,2,Cartão de Crédito
10184,36,1,Cartão de Crédito
10185,106,8,Dinheiro
10186,5,5,Cartão de Crédito
10187,113,4,PIX
10188,27,14,PIX
10189,92,14,PIX
10190,109,7,Cartão de Crédito
10191,5,3,Cartão de Crédito
10192,103,1,Cartão de Crédito
10193,108,4,PIX
10194,117,7,PIX
10195,19,6,PIX
10196,50,4,Dinheiro
10197,9,11,Cartão de Crédito
10198,33,10,PIX
10199,11,2,Cartão de Crédito
10200,2,3,PIX
10201,115,8,PIX
10202,33,6,Cartão de Crédito
10203,7,15,Cartão de Crédito
10204,118,12,Cartão de Débito
10205,3,8,PIX
10206,63,12,Cartão de Crédito
10207,10,12,PIX
10208,11,15,Cartão de Crédito
10209,2,6,PIX
10210,22,7,PIX
10211,113,4,PIX
10212,104,3,PIX
10213,64,2,Cartão de Crédito
10214,27,10,Cartão de Crédito
10215,64,11,Cartão de Crédito
10216,4,4,Cartão de Débito
10217,2,11,Cartão de Crédito
10218,92,14,Cartão de Crédito
10219,8,12,Cartão de Crédito
10220,109,12,PIX
10221,4,3,PIX
10222,39,3,PIX
10223,105,8,Cartão de Crédito
10224,92,6,PIX
10225,98,5,PIX
10226,43,11,Cartão de Crédito
10227,23,10,Cartão de Débito
10228,103,1,PIX
10229,109,5,Cartão de Crédito
10230,40,8,PIX
10231,97,2,Cartão de Crédito
10232,46,13,Cartão de Crédito
10233,48,11,PIX
10234,23,11,Dinheiro
10235,16,9,Dinheiro
10236,41,7,PIX
10237,39,12,Cartão de Crédito
10238,110,13,PIX
10239,82,13,PIX
10240,52,9,PIX
10241,106,2,PIX
10242,12,7,Cartão de Débito
10243,80,10,Cartão de Crédito
10244,35,13,Cartão de Crédito
10245,105,12,Dinheiro
10246,45,14,Cartão de Crédito
10247,82,5,PIX
10248,80,2,Cartão de Crédito
10249,104,2,PIX
10250,74,15,Cartão de Crédito
10251,28,13,Cartão de Crédito
10252,21,13,Cartão de Crédito
10253,36,10,Cartão de Crédito
10254,9,13,Dinheiro
10255,64,10,Cartão de Crédito
10256,119,5,Cartão de Crédito
10257,54,12,PIX
10258,86,15,PIX
10259,55,10,Cartão de Débito
10260,45,12,Cartão de Crédito
10261,65,7,Cartão de Crédito
10262,109,12,Cartão de Crédito
10263,82,3,Cartão de Crédito
10264,79,6,Cartão de Crédito
10265,57,3,PIX
10266,42,8,Cartão de Débito
10267,115,2,PIX
10268,83,4,Cartão de Crédito
10269,102,4,Cartão de Débito
10270,87,8,Cartão de Débito
10271,71,6,PIX
10272,28,9,PIX
10273,113,7,PIX
10274,39,13,Cartão de Crédito
10275,60,10,Cartão de Crédito
10276,91,5,Cartão de Crédito
10277,44,9,Cartão de Crédito
10278,113,12,Cartão de Crédito
10279,18,5,PIX
10280,78,5,PIX
10281,25,7,Dinheiro
10282,23,4,PIX
10283,88,1,PIX
10284,81,2,Dinheiro
10285,61,12,Cartão de Crédito
10286,108,9,Cartão de Crédito
10287,84,9,PIX
10288,112,13,Cartão de Crédito
10289,90,1,PIX
10290,44,2,Cartão de Crédito
10291,33,12,Dinheiro
10292,102,12,Cartão de Débito
10293,57,15,PIX
10294,7,15,PIX
10295,115,2,Cartão de Crédito
10296,29,2,PIX
10297,114,3,PIX
10298,113,9,Cartão de Crédito
10299,36,15,Dinheiro
10300,51,6,Cartão de Débito
10301,113,13,PIX
10302,3,6,PIX
10303,14,4,Cartão de Débito
10304,48,12,Cartão de Crédito
10305,69,12,PIX
10306,77,12,PIX
10307,3,3,Dinheiro
10308,58,6,PIX
10309,24,13,Cartão de Crédito
10310,1,1,PIX
10311,98,15,Cartão de Débito
10312,79,4,Cartão de Crédito
10313,81,6,Dinheiro
10314,95,11,Cartão de Crédito
10315,5,15,PIX
10316,48,13,Cartão de Crédito
10317,80,1,PIX
10318,34,7,Cartão de Débito
10319,51,8,PIX
10320,115,12,Cartão de Crédito
10321,114,14,PIX
10322,99,3,Cartão de Crédito
10323,109,10,PIX
10324,93,14,PIX
10325,44,11,Cartão de Crédito
10326,39,10,PIX
10327,42,13,Cartão de Crédito
10328,69,3,Dinheiro
10329,42,5,Cartão de Crédito
10330,109,1,Cartão de Crédito
10331,101,10,Cartão de Débito
10332,44,8,PIX
10333,112,13,PIX
10334,36,14,PIX
10335,77,3,Cartão de Crédito
10336,86,13,Cartão de Crédito
10337,73,9,Cartão de Crédito
10338,81,4,Dinheiro
10339,26,3,PIX
10340,102,7,Cartão de Crédito
10341,73,2,Cartão de Crédito
10342,41,11,PIX
10343,77,7,Cartão de Débito
10344,40,14,PIX
10345,77,1,PIX
10346,42,8,Dinheiro
10347,78,4,Cartão de Crédito
10348,83,1,Cartão de Crédito
10349,110,14,Cartão de Crédito
10350,21,8,Cartão de Crédito
10351,13,14,Cartão de Débito
10352,29,3,Cartão de Crédito
10353,69,7,Cartão de Crédito
10354,22,15,Cartão de Débito
10355,21,10,Cartão de Crédito
10356,30,1,PIX
10357,91,15,Cartão de Débito
10358,89,7,Cartão de Débito
10359,39,6,PIX
10360,98,7,PIX
10361,101,4,Cartão de Débito
10362,15,4,Cartão de Crédito
10363,24,14,Cartão de Crédito
10364,59,6,Cartão de Crédito
10365,45,5,Cartão de Crédito
10366,60,15,PIX
10367,8,12,Cartão de Crédito
10368,53,7,PIX
10369,68,3,Cartão de Débito
10370,9,15,PIX
10371,99,7,PIX
10372,51,8,Dinheiro
10373,53,8,PIX
10374,54,3,Cartão de Crédito
10375,48,10,Cartão de Crédito
10376,76,12,Cartão de Crédito
10377,27,15,Cartão de Crédito
10378,67,14,Cartão de Crédito
10379,119,2,Cartão de Débito
10380,72,6,Cartão de Crédito
10381,107,7,PIX
10382,96,8,Cartão de Crédito
10383,10,11,Cartão de Crédito
10384,119,5,Cartão de Crédito
10385,45,13,PIX
10386,18,15,Dinheiro
10387,118,11,Cartão de Crédito
10388,20,12,Cartão de Crédito
10389,118,1,PIX
10390,111,15,PIX
10391,94,3,Cartão de Débito
10392,66,6,Cartão de Débito
10393,64,4,Cartão de Crédito
10394,87,6,PIX
10395,46,4,Cartão de Débito
10396,65,15,Cartão de Crédito
10397,30,1,PIX
10398,59,2,Cartão de Crédito
10399,46,15,Cartão de Crédito
10400,33,14,Cartão de Crédito
10401,81,15,Cartão de Crédito
10402,37,5,Cartão de Crédito
10403,38,10,PIX
10404,59,12,PIX
10405,38,8,Dinheiro
10406,59,8,Cartão de Crédito
10407,84,14,Cartão de Crédito
10408,16,14,Cartão de Débito
10409,89,4,Cartão de Crédito
10410,77,2,PIX
10411,72,7,Cartão de Crédito
10412,96,9,Cartão de Crédito
10413,86,11,Cartão de Crédito
10414,34,11,PIX
10415,44,7,Cartão de Débito
10416,108,11,PIX
10417,31,9,Cartão de Débito
10418,65,9,PIX
10419,51,2,PIX
10420,117,14,Cartão de Débito
10421,59,9,PIX
10422,106,11,Cartão de Débito
10423,106,8,PIX
10424,79,3,Cartão de Débito
10425,15,11,PIX
10426,2,14,Cartão de Crédito
10427,97,2,Cartão de Crédito
10428,95,12,Cartão de Crédito
10429,41,10,PIX
10430,37,14,Cartão de Débito
10431,4,12,Cartão de Crédito
10432,28,15,PIX
10433,71,6,Cartão de Débito
10434,3,1,PIX
10435,21,5,PIX
10436,76,12,Cartão de Débito
10437,26,12,Cartão de Crédito
10438,55,11,Dinheiro
10439,58,13,Cartão de Débito
10440,76,15,Cartão de Crédito
10441,5,11,Cartão de Crédito
10442,65,12,PIX
10443,87,14,Cartão de Crédito
10444,60,12,PIX
10445,44,3,Cartão de Crédito
10446,101,10,Cartão de Crédito
10447,94,6,Cartão de Crédito
10448,6,2,Cartão de Crédito
10449,2,4,PIX
10450,66,12,PIX
10451,19,15,Cartão de Crédito
10452,16,8,Cartão de Crédito
10453,66,4,Cartão de Débito
10454,1,13,Cartão de Débito
10455,59,2,Cartão de Crédito
10456,2,15,Cartão de Crédito
10457,45,8,Dinheiro
10458,4,6,PIX
10459,110,15,Cartão de Débito
10460,59,8,Cartão de Crédito
10461,84,9,PIX
10462,12,10,PIX
10463,58,3,PIX
10464,114,5,Cartão de Crédito
10465,87,5,Cartão de Crédito
10466,76,2,PIX
10467,80,6,Dinheiro
10468,107,4,PIX
10469,118,5,PIX
10470,62,13,PIX
10471,13,15,Cartão de Crédito
10472,39,2,Cartão de Crédito
10473,57,3,Cartão de Crédito
10474,110,3,Cartão de Crédito
10475,36,6,PIX
10476,119,7,Cartão de Crédito
10477,59,6,PIX
10478,55,2,Cartão de Crédito
10479,30,4,PIX
10480,55,11,PIX
10481,75,12,Cartão de Crédito
10482,18,13,Cartão de Crédito
10483,117,6,Cartão de Débito
10484,87,3,Cartão de Crédito
10485,59,13,Dinheiro
10486,117,7,Cartão de Crédito
10487,114,3,Cartão de Crédito
10488,6,10,Cartão de Crédito
10489,16,2,PIX
10490,77,2,Cartão de Débito
10491,52,5,Cartão de Crédito
10492,111,10,Cartão de Crédito
10493,26,13,Cartão de Débito
10494,72,7,Cartão de Crédito
10495,92,4,Cartão de Débito
10496,38,3,PIX
10497,82,9,Cartão de Débito
10498,3,12,Cartão de Débito
10499,25,5,Cartão de Crédito
10500,55,5,Cartão de Débito
10501,110,3,Cartão de Débito
10502,115,2,Cartão de Débito
10503,73,2,Cartão de Débito
10504,12,13,PIX
10505,4,8,PIX
10506,22,6,Cartão de Crédito
10507,40,1,Dinheiro
10508,57,11,Cartão de Débito
10509,108,10,Cartão de Débito
10510,109,8,PIX
10511,6,1,Cartão de Crédito
10512,62,2,Cartão de Crédito
10513,92,4,Cartão de Crédito
10514,107,10,Cartão de Débito
10515,43,1,PIX
10516,54,10,Cartão de Crédito
10517,15,4,Cartão de Débito
10518,38,10,Cartão de Débito
10519,32,1,Cartão de Crédito
10520,72,5,Cartão de Débito
10521,77,6,PIX
10522,114,6,PIX
10523,52,8,PIX
10524,88,1,Cartão de Crédito
10525,119,8,Cartão de Crédito
10526,36,8,Cartão de Crédito
10527,88,5,PIX
10528,91,10,PIX
10529,119,1,Cartão de Débito
10530,6,11,PIX
10531,66,11,Cartão de Crédito
10532,58,1,PIX
10533,83,15,Cartão de Crédito
10534,19,4,PIX
10535,92,4,PIX
10536,91,11,PIX
10537,53,8,Cartão de Débito
10538,46,9,PIX
10539,118,1,Cartão de Crédito
10540,49,2,Cartão de Crédito
10541,36,3,Cartão de Débito
10542,100,1,Cartão de Crédito
10543,81,3,Cartão de Crédito
10544,31,5,Cartão de Crédito
10545,37,1,Cartão de Crédito
10546,66,3,PIX
10547,79,10,PIX
10548,34,1,PIX
10549,11,1,Cartão de Crédito
10550,1,11,Cartão de Débito
10551,93,6,Cartão de Crédito
10552,67,12,PIX
10553,7,8,Cartão de Crédito
10554,91,11,Cartão de Crédito
10555,113,4,PIX
10556,85,5,PIX
10557,119,1,PIX
10558,37,13,Cartão de Crédito
10559,73,6,Dinheiro
10560,115,11,Cartão de Crédito
10561,98,1,Cartão de Crédito
10562,16,15,PIX
10563,30,14,Cartão de Débito
10564,105,2,Cartão de Crédito
10565,58,15,Cartão de Crédito
10566,46,1,Cartão de Crédito
10567,44,12,PIX
10568,34,15,Dinheiro
10569,60,5,Dinheiro
10570,119,6,PIX
10571,65,13,PIX
10572,14,6,PIX
10573,65,11,Cartão de Crédito
10574,37,7,PIX
10575,11,5,Cartão de Débito
10576,51,5,Dinheiro
10577,50,12,PIX
10578,116,12,Cartão de Crédito
10579,18,4,Dinheiro
10580,107,13,Cartão de Crédito
10581,39,13,Cartão de Débito
10582,8,6,Cartão de Débito
10583,31,6,PIX
10584,63,3,Cartão de Crédito
10585,21,5,PIX
10586,84,2,Dinheiro
10587,39,3,PIX
10588,38,11,Cartão de Crédito
10589,110,12,PIX
10590,25,15,Cartão de Débito
10591,1,6,Cartão de Débito
10592,9,15,Cartão de Crédito
10593,18,15,Cartão de Débito
10594,51,6,Cartão de Crédito
10595,103,12,Cartão de Crédito
10596,92,11,PIX
10597,12,12,Cartão de Crédito
10598,35,7,Cartão de Crédito
10599,105,7,PIX
10600,96,12,PIX
10601,69,12,PIX
10602,89,15,PIX
10603,51,7,Cartão de Crédito
10604,57,8,Cartão de Crédito
10605,61,11,Dinheiro
10606,77,8,Cartão de Débito
10607,46,10,PIX
10608,93,12,Cartão de Crédito
10609,26,12,Cartão de Crédito
10610,34,13,Cartão de Crédito
10611,6,3,Cartão de Crédito
10612,113,15,Cartão de Crédito
10613,76,6,Cartão de Crédito
10614,79,4,Cartão de Débito
10615,21,2,Cartão de Crédito
10616,6,6,PIX
10617,56,9,PIX
10618,80,15,PIX
10619,93,10,Cartão de Crédito
10620,24,15,PIX
10621,39,15,PIX
10622,9,9,PIX
10623,24,1,PIX
10624,66,10,Cartão de Crédito
10625,22,8,Cartão de Débito
10626,44,2,Cartão de Crédito
10627,76,12,Cartão de Crédito
10628,117,12,Cartão de Crédito
10629,9,14,PIX
10630,101,1,Cartão de Débito
10631,23,7,PIX
10632,88,1,Cartão de Crédito
10633,11,5,Cartão de Débito
10634,56,1,Cartão de Crédito
10635,71,5,Dinheiro
10636,50,12,Cartão de Crédito
10637,110,8,Cartão de Crédito
10638,27,5,Cartão de Crédito
10639,118,7,Cartão de Crédito
10640,84,8,PIX
10641,117,10,Cartão de Crédito
10642,1,9,Cartão de Débito
10643,54,14,PIX
10644,60,1,Cartão de Crédito
10645,118,6,Cartão de Crédito
10646,74,2,Cartão de Crédito
10647,53,2,PIX
10648,5,7,Cartão de Crédito
10649,79,2,PIX
10650,13,10,Dinheiro
10651,27,12,Cartão de Crédito
10652,104,4,PIX
10653,46,4,Cartão de Crédito
10654,74,6,Cartão de Crédito
10655,31,6,PIX
10656,74,2,Cartão de Crédito
10657,43,11,Cartão de Crédito
10658,67,1,Cartão de Crédito
10659,73,1,Cartão de Crédito
10660,87,11,Cartão de Crédito
10661,50,4,PIX
10662,100,9,Cartão de Débito
10663,77,7,Cartão de Crédito
10664,24,9,PIX
10665,72,10,Cartão de Crédito
10666,117,6,PIX
10667,32,14,PIX
10668,99,12,Cartão de Crédito
10669,97,5,PIX
10670,112,13,PIX
10671,118,3,PIX
10672,49,8,Cartão de Crédito
10673,65,13,Cartão de Crédito
10674,54,12,PIX
10675,94,2,Cartão de Crédito
10676,111,4,Cartão de Crédito
10677,67,12,Cartão de Crédito
10678,61,11,PIX
10679,64,14,PIX
10680,27,15,Cartão de Crédito
10681,22,14,PIX
10682,16,2,PIX
10683,61,13,PIX
10684,113,2,PIX
10685,28,13,Cartão de Crédito
10686,36,1,Cartão de Crédito
10687,13,13,PIX
10688,75,8,Cartão de Crédito
10689,75,4,PIX
10690,37,7,Cartão de Crédito
10691,110,14,Cartão de Crédito
10692,11,6,PIX
10693,4,3,Dinheiro
10694,31,15,Cartão de Crédito
10695,89,4,PIX
10696,56,3,Dinheiro
10697,66,14,Cartão de Crédito
10698,9,4,Cartão de Crédito
10699,19,8,Cartão de Crédito
10700,1,10,Cartão de Débito
10701,27,9,Cartão de Crédito
10702,40,11,Cartão de Crédito
10703,35,2,Cartão de Crédito
10704,34,11,Cartão de Débito
10705,3,15,Cartão de Crédito
10706,75,14,Cartão de Crédito
10707,74,3,PIX
10708,76,8,PIX
10709,17,7,Cartão de Crédito
10710,38,5,Cartão de Crédito
10711,78,3,Cartão de Débito
10712,82,12,Cartão de Crédito
10713,110,1,Cartão de Crédito
10714,112,12,Cartão de Crédito
10715,32,4,Cartão de Crédito
10716,23,9,Cartão de Crédito
10717,43,12,Cartão de Crédito
10718,55,5,Cartão de Crédito
10719,22,6,Cartão de Crédito
10720,3,10,Cartão de Crédito
10721,108,9,PIX
10722,55,15,Cartão de Crédito
10723,52,6,Cartão de Crédito
10724,17,13,Cartão de Crédito
10725,31,13,Cartão de Crédito
10726,16,2,Cartão de Débito
10727,14,7,Cartão de Crédito
10728,23,11,Cartão de Crédito
10729,71,9,Cartão de Crédito
10730,60,1,Dinheiro
10731,57,8,PIX
10732,7,10,Cartão de Crédito
10733,81,6,Cartão de Crédito
10734,118,15,Cartão de Crédito
10735,33,7,Cartão de Crédito
10736,44,15,Cartão de Crédito
10737,64,7,Cartão de Crédito
10738,96,6,Cartão de Crédito
10739,89,9,Dinheiro
10740,110,13,Cartão de Crédito
10741,27,1,PIX
10742,95,2,Cartão de Débito
10743,66,7,Cartão de Crédito
10744,11,10,Cartão de Débito
10745,18,7,Cartão de Crédito
10746,65,13,Cartão de Crédito
10747,80,7,Cartão de Crédito
10748,112,6,Cartão de Crédito
10749,7,13,Cartão de Crédito
10750,104,11,Cartão de Débito
10751,50,13,Cartão de Débito
10752,106,15,PIX
10753,18,13,PIX
10754,52,12,PIX
10755,98,14,Cartão de Débito
10756,86,1,PIX
10757,54,7,PIX
10758,38,4,Cartão de Débito
10759,3,14,PIX
10760,92,15,Cartão de Débito
10761,109,13,PIX
10762,11,1,PIX
10763,28,6,PIX
10764,74,1,PIX
10765,38,5,Cartão de Crédito
10766,52,11,Cartão de Débito
10767,56,9,Cartão de Crédito
10768,2,5,PIX
10769,42,12,Cartão de Crédito
10770,56,11,Cartão de Crédito
10771,14,13,PIX
10772,52,1,PIX
10773,20,8,Dinheiro
10774,100,4,Cartão de Crédito
10775,114,10,PIX
10776,25,11,PIX
10777,17,8,PIX
10778,3,12,Cartão de Crédito
10779,109,11,PIX
10780,46,15,Cartão de Crédito
10781,77,6,Cartão de Crédito
10782,77,15,Cartão de Crédito
10783,71,14,PIX
10784,32,13,Cartão de Crédito
10785,30,4,PIX
10786,75,7,Cartão de Crédito
10787,71,10,Cartão de Crédito
10788,48,1,PIX
10789,2,11,Cartão de Crédito
10790,95,11,Cartão de Crédito
10791,88,11,Cartão de Crédito
10792,113,8,Cartão de Crédito
10793,51,8,Cartão de Débito
10794,79,14,Cartão de Débito
10795,80,1,Dinheiro
10796,71,4,Dinheiro
10797,8,11,Cartão de Débito
10798,54,14,Cartão de Crédito
10799,35,14,Cartão de Débito
10800,100,5,PIX
10801,13,14,PIX
10802,8,5,PIX
10803,87,8,Cartão de Crédito
10804,38,6,PIX
10805,21,15,PIX
10806,34,9,Cartão de Crédito
10807,68,2,Cartão de Crédito
10808,88,4,Cartão de Crédito
10809,39,4,Cartão de Crédito
10810,36,6,Dinheiro
10811,78,13,PIX
10812,101,6,Cartão de Crédito
10813,15,5,Cartão de Débito
10814,83,5,Cartão de Crédito
10815,34,3,Cartão de Crédito
10816,70,14,Cartão de Crédito
10817,22,12,Cartão de Crédito
10818,16,2,Cartão de Crédito
10819,68,1,Cartão de Crédito
10820,3,5,PIX
10821,50,11,PIX
10822,97,12,PIX
10823,91,10,Cartão de Débito
10824,10,15,Dinheiro
10825,26,5,Cartão de Crédito
10826,82,2,Cartão de Crédito
10827,113,2,Cartão de Crédito
10828,56,8,Cartão de Crédito
10829,74,8,Cartão de Crédito
10830,9,14,PIX
10831,13,11,PIX
10832,20,3,Cartão de Débito
10833,101,8,Cartão de Crédito
10834,46,6,PIX
10835,10,2,PIX
10836,17,12,Cartão de Crédito
10837,65,6,PIX
10838,45,9,Cartão de Crédito
10839,98,11,PIX
10840,60,4,Cartão de Crédito
10841,14,5,PIX
10842,6,11,PIX
10843,44,11,Cartão de Crédito
10844,97,8,Cartão de Débito
10845,102,13,Cartão de Crédito
10846,7,14,PIX
10847,27,9,Dinheiro
10848,64,5,PIX
10849,10,2,Cartão de Crédito
10850,70,15,PIX
10851,88,1,Cartão de Crédito
10852,25,15,Cartão de Crédito
10853,60,15,Cartão de Crédito
10854,75,4,Cartão de Crédito
10855,30,6,PIX
10856,81,10,Cartão de Crédito
10857,6,12,Dinheiro
10858,54,15,PIX
10859,98,2,Cartão de Crédito
10860,55,8,Cartão de Crédito
10861,28,11,PIX
10862,111,13,PIX
10863,117,10,Dinheiro
10864,36,4,Cartão de Crédito
10865,32,13,Cartão de Crédito
10866,9,15,PIX
10867,31,5,Cartão de Crédito
10868,19,11,Cartão de Crédito
10869,86,7,Cartão de Crédito
10870,42,11,Cartão de Crédito
10871,111,11,PIX
10872,89,3,Cartão de Crédito
10873,15,11,Cartão de Crédito
10874,58,4,Cartão de Débito
10875,25,13,PIX
10876,13,1,Cartão de Crédito
10877,46,6,Cartão de Crédito
10878,57,5,Cartão de Crédito
10879,61,2,Cartão de Crédito
10880,71,3,Cartão de Crédito
10881,36,7,PIX
10882,69,12,Cartão de Crédito
10883,60,13,Cartão de Débito
10884,68,12,Cartão de Débito
10885,108,15,PIX
10886,103,6,PIX
10887,45,5,PIX
10888,10,5,Cartão de Crédito
10889,85,2,Dinheiro
10890,106,2,Cartão de Débito
10891,8,7,Dinheiro
10892,18,4,Cartão de Débito
10893,98,14,Cartão de Crédito
10894,29,5,Cartão de Débito
10895,53,15,Cartão de Crédito
10896,106,4,Cartão de Crédito
10897,29,9,PIX
10898,85,6,PIX
10899,113,13,Cartão de Crédito
10900,55,8,PIX
10901,51,9,Cartão de Crédito
10902,62,6,Cartão de Débito
10903,81,9,Cartão de Crédito
10904,15,9,PIX
10905,50,1,Cartão de Débito
10906,48,4,Cartão de Crédito
10907,48,7,Cartão de Débito
10908,51,14,Cartão de Crédito
10909,99,13,Cartão de Crédito
10910,103,10,PIX
10911,119,14,Cartão de Débito
10912,100,7,PIX
10913,11,6,PIX
10914,37,1,Dinheiro
10915,48,15,Cartão de Crédito
10916,105,3,Cartão de Crédito
10917,110,3,Cartão de Crédito
10918,7,8,PIX
10919,4,10,PIX
10920,50,7,PIX
10921,7,3,Cartão de Crédito
10922,118,5,Cartão de Crédito
10923,91,2,Cartão de Crédito
10924,64,6,Cartão de Débito
10925,3,9,Cartão de Crédito
10926,74,10,Cartão de Crédito
10927,65,4,Cartão de Débito
10928,14,3,PIX
10929,83,5,Cartão de Crédito
10930,41,8,PIX
10931,55,9,Cartão de Crédito
10932,63,2,PIX
10933,75,2,Cartão de Débito
10934,106,1,PIX
10935,32,3,PIX
10936,98,4,Cartão de Débito
10937,14,14,PIX
10938,31,11,Cartão de Débito
10939,5,2,Cartão de Crédito
10940,46,7,Cartão de Crédito
10941,81,14,Cartão de Crédito
10942,42,2,Cartão de Débito
10943,86,6,Cartão de Crédito
10944,56,11,Cartão de Crédito
10945,19,4,Cartão de Crédito
10946,14,2,Cartão de Crédito
10947,44,7,PIX
10948,109,12,Cartão de Débito
10949,8,14,PIX
10950,43,6,Cartão de Crédito
10951,108,14,PIX
10952,9,5,Cartão de Crédito
10953,11,2,Cartão de Débito
10954,96,15,Cartão de Crédito
10955,17,3,PIX
10956,117,7,PIX
10957,85,11,Cartão de Crédito
10958,62,8,Cartão de Crédito
10959,102,11,Cartão de Débito
10960,86,14,PIX
10961,76,8,PIX
10962,33,6,PIX
10963,50,4,PIX
10964,10,10,Cartão de Crédito
10965,17,3,PIX
10966,87,1,Cartão de Crédito
10967,54,7,Cartão de Crédito
10968,7,2,Cartão de Crédito
10969,99,6,PIX
10970,4,13,Cartão de Crédito
10971,39,12,Cartão de Crédito
10972,112,7,Cartão de Crédito
10973,27,3,Cartão de Crédito
10974,97,15,PIX
10975,48,12,PIX
10976,110,3,Dinheiro
10977,95,14,Cartão de Crédito
10978,46,15,PIX
10979,61,15,Dinheiro
10980,8,13,PIX
10981,56,11,Cartão de Crédito
10982,63,2,Cartão de Débito
10983,72,5,PIX
10984,111,14,Cartão de Débito
10985,22,8,Cartão de Crédito
10986,1,8,PIX
10987,37,3,PIX
10988,89,2,PIX
10989,43,5,Cartão de Crédito
10990,89,3,Cartão de Crédito
10991,79,4,Cartão de Crédito
10992,90,7,PIX
10993,95,1,Cartão de Crédito
10994,8,5,PIX
10995,118,2,Cartão de Crédito
10996,53,3,PIX
10997,106,15,Cartão de Crédito
10998,108,12,PIX
10999,80,12,Cartão de Crédito
11000,28,11,Cartão de Débito
11001,67,11,Cartão de Crédito
11002,74,5,PIX
11003,54,13,Cartão de Débito
11004,58,8,PIX
11005,11,4,PIX
11006,75,8,Cartão de Crédito
11007,35,8,Cartão de Crédito
11008,64,14,Cartão de Crédito
11009,10,4,PIX
11010,20,5,Cartão de Débito
11011,11,15,Cartão de Crédito
11012,95,2,PIX
11013,87,1,PIX
11014,44,12,Cartão de Crédito
11015,30,9,Cartão de Crédito
11016,30,2,Dinheiro
11017,111,15,Cartão de Crédito
11018,76,1,Cartão de Débito
11019,108,8,PIX
11020,12,12,Cartão de Crédito
11021,114,14,Cartão de Débito
11022,21,11,Cartão de Crédito
11023,33,7,Cartão de Crédito
11024,28,6,Cartão de Crédito
11025,108,15,PIX
11026,74,3,Cartão de Crédito
11027,30,12,PIX
11028,60,9,Cartão de Crédito
11029,110,2,Cartão de Crédito
11030,14,2,Cartão de Crédito
11031,86,5,Cartão de Crédito
11032,26,3,PIX
11033,16,12,PIX
11034,103,11,PIX
11035,83,15,PIX
11036,18,2,PIX
11037,21,4,Cartão de Crédito
11038,51,2,Cartão de Débito
11039,97,14,Cartão de Débito
11040,83,14,Dinheiro
11041,101,6,PIX
11042,45,12,Cartão de Débito
11043,42,8,Dinheiro
11044,49,12,PIX
11045,18,14,Cartão de Débito
11046,104,7,PIX
11047,65,5,PIX
11048,33,7,PIX
11049,19,12,Cartão de Crédito
