id_item_sale,id_sale,id_product,quantity,unity_price,discount
26470,13693,25,1,129.85,0.0
26471,13694,10,1,185.33,8.79
26472,13695,12,2,103.74,17.02
26473,13696,65,1,512.6,0.0
26474,13697,51,1,1607.91,0.0
26475,13697,131,1,254.41,0.0
26476,13698,164,1,3893.51,144.47
26477,13699,29,1,559.29,8.7
26478,13699,9,1,211.58,0.0
26479,13699,185,1,299.2,0.0
26480,13700,13,2,179.89,18.09
26481,13701,1,1,50.85,0.0
26482,13701,180,1,688.25,14.7
26483,13702,138,1,4383.05,0.0
26484,13703,148,1,1232.19,0.0
26485,13703,112,3,213.13,0.0
26486,13704,10,2,185.33,7.73
26487,13704,178,1,707.11,0.0
26488,13704,173,1,396.25,0.0
26489,13705,138,1,4383.05,0.0
26490,13706,5,2,48.72,0.0
26491,13706,176,1,406.33,0.0
26492,13706,21,2,130.07,17.21
26493,13706,10,1,185.33,0.0
26494,13707,32,1,2219.73,0.0
26495,13708,35,1,2241.18,5.79
26496,13709,48,1,1300.02,9.85
26497,13709,112,1,213.13,0.0
26498,13709,104,1,301.48,0.0
26499,13710,29,1,559.29,13.89
26500,13710,195,1,2386.54,9.85
26501,13711,82,1,1595.66,0.0
26502,13711,125,3,87.97,0.0
26503,13711,30,3,499.04,0.0
26504,13711,129,1,234.73,0.0
26505,13712,27,1,499.73,0.0
26506,13712,187,1,261.06,9.73
26507,13713,130,2,235.05,0.0
26508,13713,5,2,48.72,8.93
26509,13714,34,1,2208.82,47.65
26510,13715,13,1,179.89,0.0
26511,13716,146,1,2754.05,14.57
26512,13716,132,1,271.63,0.0
26513,13717,182,2,305.73,49.19
26514,13717,23,1,226.71,0.0
26515,13717,19,2,175.03,0.0
26516,13718,181,3,731.65,0.0
26517,13718,13,1,179.89,0.0
26518,13718,23,1,226.71,9.13
26519,13719,123,1,93.91,0.0
26520,13719,7,2,198.41,0.0
26521,13720,83,1,1725.34,0.0
26522,13721,105,1,305.08,0.0
26523,13722,114,2,82.86,0.0
26524,13723,81,1,1483.03,0.0
26525,13723,106,1,329.99,0.0
26526,13724,85,2,907.06,0.0
26527,13725,156,1,967.47,0.0
26528,13725,200,1,298.87,9.31
26529,13726,159,1,1748.74,10.53
26530,13727,141,1,4820.53,0.0
26531,13728,46,1,1304.57,19.39
26532,13729,27,1,499.73,18.8
26533,13729,196,1,306.35,6.71
26534,13730,76,1,2694.89,0.0
26535,13730,178,1,707.11,61.06
26536,13730,118,1,61.16,9.92
26537,13730,193,2,2468.88,0.0
26538,13731,51,1,1607.91,0.0
26539,13732,47,1,1362.85,0.0
26540,13733,14,1,110.77,15.23
26541,13733,2,1,50.73,19.52
26542,13733,185,3,299.2,0.0
26543,13734,158,1,1707.27,0.0
26544,13735,74,1,3495.62,0.0
26545,13736,61,1,595.59,0.0
26546,13736,122,1,70.04,0.0
26547,13737,188,3,272.51,0.0
26548,13738,91,1,1990.39,7.15
26549,13738,22,1,129.12,13.58
26550,13739,175,1,401.56,0.0
26551,13739,24,1,139.9,0.0
26552,13739,30,1,499.04,51.98
26553,13740,96,2,3343.78,0.0
26554,13741,110,1,184.33,0.0
26555,13742,18,1,285.54,13.85
26556,13742,192,1,2352.02,77.66
26557,13742,6,2,197.6,0.0
26558,13742,178,1,707.11,8.39
26559,13743,20,2,161.19,0.0
26560,13744,33,1,2222.38,0.0
26561,13744,127,1,108.37,0.0
26562,13745,157,1,1129.74,0.0
26563,13745,173,1,396.25,0.0
26564,13746,31,1,2252.55,10.14
26565,13747,86,1,994.42,16.7
26566,13748,26,1,512.74,0.0
26567,13748,199,1,302.35,20.75
26568,13749,87,1,1063.39,75.84
26569,13749,121,1,65.43,0.0
26570,13749,120,3,58.46,3.13
26571,13750,194,1,2340.75,19.3
26572,13751,43,1,1570.4,70.39
26573,13752,83,1,1725.34,97.97
26574,13752,10,1,185.33,0.0
26575,13753,178,1,707.11,0.0
26576,13754,77,1,2163.81,37.19
26577,13754,126,1,99.46,0.0
26578,13754,8,2,336.16,50.01
26579,13755,8,2,336.16,10.16
26580,13756,62,1,568.58,5.63
26581,13756,126,1,99.46,0.0
26582,13757,156,1,967.47,0.0
26583,13757,28,1,891.07,0.0
26584,13757,198,1,335.29,16.61
26585,13758,90,1,1853.8,57.66
26586,13758,113,1,82.26,15.2
26587,13758,22,1,129.12,0.0
26588,13759,200,2,298.87,0.0
26589,13759,24,1,139.9,0.0
26590,13759,28,1,891.07,0.0
26591,13759,29,1,559.29,15.86
26592,13760,19,2,175.03,6.87
26593,13760,188,1,272.51,0.0
26594,13761,35,1,2241.18,0.0
26595,13761,114,1,82.86,0.0
26596,13762,88,1,1158.38,14.48
26597,13762,21,3,130.07,0.0
26598,13762,13,1,179.89,0.0
26599,13763,113,2,82.26,0.0
26600,13763,17,1,161.28,0.0
26601,13764,87,1,1063.39,0.0
26602,13764,109,2,185.46,0.0
26603,13765,18,1,285.54,0.0
26604,13765,174,1,444.77,12.56
26605,13766,27,1,499.73,0.0
26606,13767,49,2,1280.17,8.59
26607,13768,65,1,512.6,0.0
26608,13768,128,3,239.27,0.0
26609,13768,120,1,58.46,0.0
26610,13769,109,1,185.46,0.0
26611,13770,86,3,994.42,0.0
26612,13771,138,1,4383.05,0.0
26613,13772,9,1,211.58,0.0
26614,13773,115,1,81.22,0.0
26615,13773,20,1,161.19,6.73
26616,13773,126,1,99.46,0.0
26617,13774,33,1,2222.38,292.44
26618,13775,24,1,139.9,24.19
26619,13775,4,1,55.94,0.0
26620,13775,23,4,226.71,0.0
26621,13775,182,3,305.73,0.0
26622,13775,185,1,299.2,0.0
26623,13776,81,1,1483.03,0.0
26624,13777,20,1,161.19,0.0
26625,13778,165,1,4522.45,0.0
26626,13778,13,2,179.89,0.0
26627,13778,14,2,110.77,0.0
26628,13779,2,1,50.73,0.0
26629,13779,199,2,302.35,0.0
26630,13780,86,1,994.42,0.0
26631,13781,184,2,303.95,0.0
26632,13781,21,1,130.07,0.0
26633,13782,48,1,1300.02,15.69
26634,13782,105,1,305.08,0.0
26635,13783,11,1,103.13,0.0
26636,13784,100,1,1100.09,31.96
26637,13784,122,1,70.04,0.0
26638,13784,8,1,336.16,0.0
26639,13784,108,1,184.39,0.0
26640,13785,67,1,2585.44,0.0
26641,13785,22,1,129.12,0.0
26642,13786,119,2,59.34,3.12
26643,13787,14,3,110.77,0.0
26644,13787,9,2,211.58,5.73
26645,13787,12,1,103.74,5.0
26646,13787,193,2,2468.88,27.05
26647,13788,167,1,1392.22,0.0
26648,13788,184,1,303.95,49.97
26649,13789,36,1,920.34,0.0
26650,13789,107,4,356.54,24.68
26651,13790,170,1,1544.59,0.0
26652,13790,118,1,61.16,0.0
26653,13791,142,1,5447.19,0.0
26654,13792,193,2,2468.88,0.0
26655,13792,29,1,559.29,0.0
26656,13792,7,1,198.41,0.0
26657,13793,66,1,2666.3,0.0
26658,13793,15,1,100.33,0.0
26659,13793,3,4,84.91,0.0
26660,13793,11,2,103.13,0.0
26661,13794,151,1,1319.57,19.11
26662,13794,125,1,87.97,0.0
26663,13794,197,1,302.64,0.0
26664,13795,8,1,336.16,0.0
26665,13796,86,3,994.42,0.0
26666,13797,83,1,1725.34,0.0
26667,13797,16,1,158.48,19.59
26668,13798,26,3,512.74,0.0
26669,13798,196,1,306.35,0.0
26670,13799,16,1,158.48,0.0
26671,13799,11,1,103.13,5.09
26672,13800,72,1,3956.31,0.0
26673,13800,103,3,301.57,0.0
26674,13800,116,4,87.82,4.48
26675,13800,181,2,731.65,19.69
26676,13800,11,1,103.13,5.14
26677,13801,144,1,2425.93,0.0
26678,13801,119,2,59.34,0.0
26679,13802,136,1,3855.79,0.0
26680,13802,105,2,305.08,26.44
26681,13803,82,1,1595.66,0.0
26682,13803,122,1,70.04,3.72
26683,13803,1,1,50.85,28.62
26684,13804,111,3,191.97,19.96
26685,13804,29,1,559.29,74.08
26686,13805,146,1,2754.05,0.0
26687,13806,51,1,1607.91,0.0
26688,13807,88,1,1158.38,0.0
26689,13808,67,1,2585.44,75.9
26690,13808,20,1,161.19,0.0
26691,13809,75,1,2794.31,70.14
26692,13809,179,3,785.02,17.37
26693,13809,199,3,302.35,27.65
26694,13810,8,2,336.16,15.89
26695,13810,191,1,2323.98,70.08
26696,13811,147,1,3100.44,0.0
26697,13812,92,1,2047.71,0.0
26698,13813,138,1,4383.05,0.0
26699,13814,13,1,179.89,7.39
26700,13815,32,1,2219.73,0.0
26701,13815,120,1,58.46,0.0
26702,13815,124,2,90.32,0.0
26703,13816,28,1,891.07,0.0
26704,13816,1,3,50.85,0.0
26705,13817,63,2,553.65,0.0
26706,13818,21,1,130.07,0.0
26707,13818,199,1,302.35,49.79
26708,13818,27,2,499.73,48.54
26709,13819,11,3,103.13,0.0
26710,13820,28,3,891.07,0.0
26711,13821,79,1,1195.16,0.0
26712,13821,129,1,234.73,7.06
26713,13822,96,2,3343.78,0.0
26714,13823,41,1,1547.31,0.0
26715,13823,106,1,329.99,0.0
26716,13824,188,1,272.51,0.0
26717,13824,30,1,499.04,0.0
26718,13824,18,2,285.54,0.0
26719,13824,3,1,84.91,0.0
26720,13825,34,2,2208.82,0.0
26721,13826,145,1,2431.75,0.0
26722,13826,126,1,99.46,0.0
26723,13826,17,1,161.28,0.0
26724,13827,118,1,61.16,0.0
26725,13827,6,1,197.6,0.0
26726,13827,127,1,108.37,17.97
26727,13828,154,1,890.47,0.0
26728,13828,174,1,444.77,0.0
26729,13829,46,1,1304.57,7.57
26730,13829,126,1,99.46,0.0
26731,13830,84,1,783.54,0.0
26732,13830,11,1,103.13,0.0
26733,13830,110,1,184.33,5.47
26734,13831,130,1,235.05,5.62
26735,13831,2,2,50.73,9.07
26736,13832,15,1,100.33,14.01
26737,13832,199,4,302.35,0.0
26738,13833,105,1,305.08,0.0
26739,13833,30,1,499.04,0.0
26740,13834,93,1,2340.74,0.0
26741,13834,22,4,129.12,0.0
26742,13834,1,1,50.85,3.26
26743,13835,97,1,3656.49,0.0
26744,13835,126,1,99.46,0.0
26745,13835,104,2,301.48,12.15
26746,13836,129,1,234.73,0.0
26747,13837,1,2,50.85,0.0
26748,13838,42,1,1525.45,0.0
26749,13838,120,1,58.46,0.0
26750,13838,109,1,185.46,0.0
26751,13838,111,1,191.97,0.0
26752,13838,122,3,70.04,0.0
26753,13839,9,1,211.58,0.0
26754,13840,14,1,110.77,5.45
26755,13841,83,2,1725.34,0.0
26756,13841,10,1,185.33,0.0
26757,13842,14,1,110.77,0.0
26758,13842,191,3,2323.98,0.0
26759,13843,27,1,499.73,0.0
26760,13843,192,1,2352.02,76.39
26761,13843,199,5,302.35,0.0
26762,13844,123,1,93.91,0.0
26763,13845,44,1,1527.4,0.0
26764,13845,125,1,87.97,0.0
26765,13846,130,1,235.05,8.37
26766,13846,11,1,103.13,0.0
26767,13847,5,3,48.72,0.0
26768,13848,150,1,1167.69,0.0
26769,13848,22,3,129.12,0.0
26770,13849,29,1,559.29,0.0
26771,13850,7,1,198.41,0.0
26772,13851,25,1,129.85,0.0
26773,13852,129,2,234.73,0.0
26774,13853,1,1,50.85,0.0
26775,13853,182,2,305.73,0.0
26776,13853,22,2,129.12,0.0
26777,13854,43,1,1570.4,0.0
26778,13854,115,2,81.22,0.0
26779,13854,130,1,235.05,23.46
26780,13855,39,1,895.62,0.0
26781,13855,122,4,70.04,4.72
26782,13856,109,3,185.46,0.0
26783,13856,25,1,129.85,0.0
26784,13857,179,2,785.02,0.0
26785,13857,22,2,129.12,5.3
26786,13857,4,3,55.94,0.0
26787,13858,53,1,1597.86,0.0
26788,13859,75,1,2794.31,19.73
26789,13860,91,1,1990.39,12.54
26790,13860,14,2,110.77,32.09
26791,13861,25,1,129.85,0.0
26792,13862,24,1,139.9,0.0
26793,13863,89,1,1564.46,0.0
26794,13864,165,1,4522.45,16.94
26795,13865,129,1,234.73,0.0
26796,13866,16,1,158.48,0.0
26797,13867,111,1,191.97,0.0
26798,13867,128,1,239.27,0.0
26799,13868,69,1,2164.7,0.0
26800,13868,26,2,512.74,0.0
26801,13868,132,1,271.63,11.89
26802,13869,30,1,499.04,0.0
26803,13870,37,1,908.83,69.0
26804,13871,24,2,139.9,0.0
26805,13871,26,1,512.74,0.0
26806,13871,183,1,311.61,25.51
26807,13871,173,2,396.25,54.03
26808,13872,48,1,1300.02,28.85
26809,13872,113,1,82.26,4.83
26810,13873,79,1,1195.16,0.0
26811,13873,3,2,84.91,0.0
26812,13874,179,1,785.02,15.49
26813,13874,24,1,139.9,0.0
26814,13874,28,4,891.07,7.17
26815,13875,4,1,55.94,0.0
26816,13875,180,1,688.25,0.0
26817,13876,180,1,688.25,0.0
26818,13876,10,1,185.33,0.0
26819,13877,42,1,1525.45,0.0
26820,13878,22,1,129.12,5.31
26821,13879,93,1,2340.74,234.45
26822,13880,81,3,1483.03,0.0
26823,13881,72,1,3956.31,0.0
26824,13882,80,1,1396.31,0.0
26825,13882,110,1,184.33,0.0
26826,13883,33,1,2222.38,0.0
26827,13884,101,1,1166.73,0.0
26828,13884,114,1,82.86,0.0
26829,13884,15,1,100.33,0.0
26830,13885,76,1,2694.89,0.0
26831,13886,165,1,4522.45,0.0
26832,13886,115,1,81.22,0.0
26833,13886,199,1,302.35,0.0
26834,13887,59,1,417.91,20.88
26835,13888,130,3,235.05,0.0
26836,13889,92,1,2047.71,0.0
26837,13889,22,3,129.12,5.29
26838,13890,55,1,1623.1,0.0
26839,13890,107,1,356.54,16.83
26840,13891,30,1,499.04,25.54
26841,13892,11,1,103.13,0.0
26842,13893,91,1,1990.39,0.0
26843,13893,128,2,239.27,0.0
26844,13894,37,1,908.83,0.0
26845,13894,122,1,70.04,0.0
26846,13895,120,2,58.46,25.92
26847,13896,85,1,907.06,0.0
26848,13897,123,1,93.91,4.84
26849,13897,131,1,254.41,0.0
26850,13897,3,1,84.91,0.0
26851,13898,98,1,886.71,0.0
26852,13898,18,4,285.54,24.2
26853,13898,13,1,179.89,7.47
26854,13899,109,1,185.46,0.0
26855,13900,92,3,2047.71,0.0
26856,13900,106,3,329.99,0.0
26857,13900,10,1,185.33,0.0
26858,13901,51,1,1607.91,0.0
26859,13901,130,2,235.05,22.24
26860,13901,132,1,271.63,0.0
26861,13902,70,1,4058.75,10.2
26862,13903,10,4,185.33,6.34
26863,13903,199,1,302.35,7.88
26864,13904,78,1,2330.09,38.85
26865,13905,193,1,2468.88,69.77
26866,13906,89,1,1564.46,52.84
26867,13906,2,3,50.73,0.0
26868,13907,192,2,2352.02,0.0
26869,13907,14,1,110.77,0.0
26870,13908,76,1,2694.89,17.15
26871,13908,5,3,48.72,0.0
26872,13909,49,1,1280.17,0.0
26873,13909,119,2,59.34,37.67
26874,13910,108,5,184.39,0.0
26875,13911,24,1,139.9,0.0
26876,13911,193,2,2468.88,0.0
26877,13912,48,1,1300.02,57.16
26878,13913,22,1,129.12,0.0
26879,13914,70,1,4058.75,13.63
26880,13915,100,1,1100.09,0.0
26881,13915,130,1,235.05,20.61
26882,13916,22,1,129.12,36.52
26883,13916,192,3,2352.02,12.4
26884,13917,143,1,2463.73,74.71
26885,13918,45,1,1539.91,11.09
26886,13919,160,1,1697.54,0.0
26887,13919,106,3,329.99,0.0
26888,13919,198,1,335.29,15.46
26889,13920,21,4,130.07,19.52
26890,13921,129,2,234.73,45.49
26891,13921,13,1,179.89,18.28
26892,13921,19,1,175.03,0.0
26893,13921,117,3,98.25,0.0
26894,13922,8,3,336.16,27.64
26895,13923,165,1,4522.45,0.0
26896,13924,86,3,994.42,0.0
26897,13924,106,1,329.99,0.0
26898,13924,9,1,211.58,0.0
26899,13925,98,1,886.71,0.0
26900,13925,113,1,82.26,0.0
26901,13925,11,1,103.13,0.0
26902,13926,42,1,1525.45,47.04
26903,13926,111,5,191.97,0.0
26904,13926,109,1,185.46,0.0
26905,13927,89,1,1564.46,0.0
26906,13928,35,1,2241.18,0.0
26907,13929,78,1,2330.09,79.13
26908,13929,18,1,285.54,0.0
26909,13930,59,1,417.91,0.0
26910,13930,186,1,257.45,24.97
26911,13931,92,1,2047.71,110.23
26912,13931,25,1,129.85,0.0
26913,13931,2,2,50.73,0.0
26914,13932,178,1,707.11,0.0
26915,13933,64,1,465.77,0.0
26916,13933,117,1,98.25,0.0
26917,13933,191,1,2323.98,39.71
26918,13933,104,1,301.48,0.0
26919,13933,12,1,103.74,15.34
26920,13934,8,1,336.16,0.0
26921,13934,178,1,707.11,0.0
26922,13935,64,1,465.77,0.0
26923,13936,93,1,2340.74,0.0
26924,13936,109,1,185.46,0.0
26925,13936,119,1,59.34,0.0
26926,13936,28,1,891.07,0.0
26927,13937,11,1,103.13,0.0
26928,13937,28,3,891.07,7.94
26929,13937,12,1,103.74,0.0
26930,13937,191,2,2323.98,0.0
26931,13938,15,2,100.33,16.48
26932,13939,102,1,1340.84,0.0
26933,13940,44,1,1527.4,33.47
26934,13941,163,1,4111.25,40.21
26935,13941,7,1,198.41,0.0
26936,13942,87,1,1063.39,0.0
26937,13943,169,1,1378.73,17.92
26938,13943,181,2,731.65,8.62
26939,13944,7,1,198.41,0.0
26940,13944,174,1,444.77,0.0
26941,13945,76,1,2694.89,171.96
26942,13946,127,1,108.37,0.0
26943,13946,110,1,184.33,0.0
26944,13946,115,1,81.22,12.87
26945,13947,108,1,184.39,0.0
26946,13948,68,1,2419.01,11.35
26947,13949,68,1,2419.01,0.0
26948,13949,103,4,301.57,0.0
26949,13950,34,1,2208.82,0.0
26950,13951,85,1,907.06,64.08
26951,13951,6,1,197.6,0.0
26952,13951,130,1,235.05,0.0
26953,13952,17,1,161.28,0.0
26954,13953,63,1,553.65,0.0
26955,13954,2,2,50.73,0.0
26956,13954,173,3,396.25,55.36
26957,13955,166,1,5073.07,0.0
26958,13956,96,1,3343.78,10.56
26959,13956,111,1,191.97,0.0
26960,13956,16,3,158.48,0.0
26961,13957,46,1,1304.57,18.75
26962,13957,130,1,235.05,0.0
26963,13957,111,1,191.97,0.0
26964,13958,6,1,197.6,0.0
26965,13958,23,2,226.71,10.47
26966,13958,7,5,198.41,0.0
26967,13959,34,1,2208.82,0.0
26968,13959,106,3,329.99,49.72
26969,13960,17,2,161.28,0.0
26970,13960,191,1,2323.98,0.0
26971,13960,178,1,707.11,0.0
26972,13960,23,2,226.71,0.0
26973,13961,67,1,2585.44,0.0
26974,13961,188,1,272.51,49.6
26975,13962,88,1,1158.38,10.64
26976,13962,8,1,336.16,0.0
26977,13963,67,1,2585.44,0.0
26978,13964,53,1,1597.86,6.78
26979,13964,130,1,235.05,0.0
26980,13965,140,1,4233.98,0.0
26981,13966,90,1,1853.8,217.08
26982,13967,74,1,3495.62,0.0
26983,13967,108,3,184.39,0.0
26984,13967,191,1,2323.98,0.0
26985,13968,48,1,1300.02,0.0
26986,13969,76,1,2694.89,0.0
26987,13970,45,1,1539.91,0.0
26988,13970,114,1,82.86,0.0
26989,13970,105,1,305.08,10.8
26990,13970,115,3,81.22,14.43
26991,13971,54,1,1572.62,0.0
26992,13971,122,1,70.04,7.74
26993,13971,106,1,329.99,0.0
26994,13971,126,1,99.46,0.0
26995,13971,128,1,239.27,0.0
26996,13972,35,1,2241.18,0.0
26997,13972,105,1,305.08,0.0
26998,13972,121,1,65.43,4.19
26999,13973,69,3,2164.7,0.0
27000,13973,5,1,48.72,0.0
27001,13974,24,1,139.9,0.0
27002,13975,187,1,261.06,24.63
27003,13976,53,1,1597.86,0.0
27004,13977,194,1,2340.75,0.0
27005,13977,3,1,84.91,12.75
27006,13978,158,1,1707.27,0.0
27007,13978,181,1,731.65,0.0
27008,13979,126,1,99.46,0.0
27009,13980,98,2,886.71,0.0
27010,13981,118,3,61.16,0.0
27011,13982,192,2,2352.02,12.45
27012,13982,21,1,130.07,38.08
27013,13982,15,1,100.33,10.5
27014,13982,7,1,198.41,0.0
27015,13983,58,3,501.54,0.0
27016,13983,104,1,301.48,0.0
27017,13983,200,2,298.87,9.4
27018,13984,43,1,1570.4,16.25
27019,13985,100,2,1100.09,16.57
27020,13986,81,1,1483.03,0.0
27021,13986,22,3,129.12,0.0
27022,13986,30,1,499.04,0.0
27023,13987,49,1,1280.17,0.0
27024,13988,54,1,1572.62,0.0
27025,13989,21,1,130.07,43.89
27026,13989,16,1,158.48,0.0
27027,13990,45,1,1539.91,9.31
27028,13990,103,1,301.57,13.26
27029,13990,106,1,329.99,8.04
27030,13990,104,2,301.48,48.41
27031,13991,10,1,185.33,18.68
27032,13992,150,1,1167.69,0.0
27033,13993,176,2,406.33,0.0
27034,13993,18,4,285.54,0.0
27035,13993,27,1,499.73,0.0
27036,13993,21,1,130.07,5.0
27037,13994,38,1,931.44,0.0
27038,13995,100,1,1100.09,0.0
27039,13995,27,1,499.73,0.0
27040,13996,165,1,4522.45,5.99
27041,13997,124,1,90.32,0.0
27042,13997,106,1,329.99,0.0
27043,13998,17,1,161.28,16.14
27044,13999,132,3,271.63,0.0
27045,14000,69,1,2164.7,0.0
27046,14001,23,2,226.71,0.0
27047,14001,29,1,559.29,0.0
27048,14001,190,2,255.47,0.0
27049,14002,127,5,108.37,0.0
27050,14003,92,1,2047.71,68.03
27051,14004,27,3,499.73,18.45
27052,14005,152,1,1525.33,65.12
27053,14005,108,1,184.39,0.0
27054,14006,29,2,559.29,0.0
27055,14007,83,1,1725.34,0.0
27056,14008,17,3,161.28,6.15
27057,14009,21,1,130.07,0.0
27058,14009,25,1,129.85,0.0
27059,14009,5,1,48.72,8.51
27060,14010,49,1,1280.17,0.0
27061,14010,111,4,191.97,0.0
27062,14011,29,1,559.29,0.0
27063,14011,179,2,785.02,0.0
27064,14012,153,1,899.07,0.0
27065,14012,111,2,191.97,0.0
27066,14013,123,3,93.91,17.39
27067,14013,127,3,108.37,0.0
27068,14013,17,1,161.28,16.61
27069,14014,174,1,444.77,17.8
27070,14014,16,1,158.48,0.0
27071,14014,23,2,226.71,0.0
27072,14014,5,1,48.72,0.0
27073,14015,51,1,1607.91,0.0
27074,14015,127,3,108.37,0.0
27075,14015,124,1,90.32,0.0
27076,14015,112,2,213.13,0.0
27077,14015,103,1,301.57,0.0
27078,14016,91,1,1990.39,0.0
27079,14016,11,1,103.13,0.0
27080,14017,55,1,1623.1,0.0
27081,14018,18,2,285.54,8.02
27082,14019,29,1,559.29,41.52
27083,14020,95,1,2848.53,10.6
27084,14021,79,1,1195.16,0.0
27085,14022,4,2,55.94,0.0
27086,14022,2,1,50.73,0.0
27087,14022,22,2,129.12,0.0
27088,14023,33,1,2222.38,0.0
27089,14024,15,3,100.33,0.0
27090,14025,13,1,179.89,33.19
27091,14026,39,1,895.62,72.99
27092,14026,131,1,254.41,0.0
27093,14026,123,1,93.91,24.93
27094,14026,118,1,61.16,0.0
27095,14027,151,1,1319.57,0.0
27096,14028,23,1,226.71,0.0
27097,14028,186,1,257.45,0.0
27098,14028,27,4,499.73,46.36
27099,14029,80,1,1396.31,0.0
27100,14029,115,1,81.22,0.0
27101,14029,24,1,139.9,5.57
27102,14029,118,1,61.16,15.47
27103,14030,110,1,184.33,7.45
27104,14031,140,1,4233.98,0.0
27105,14031,130,1,235.05,0.0
27106,14032,2,1,50.73,0.0
27107,14032,12,3,103.74,0.0
27108,14033,64,3,465.77,0.0
27109,14034,52,1,1633.28,32.52
27110,14034,106,1,329.99,0.0
27111,14035,169,1,1378.73,0.0
27112,14035,26,1,512.74,0.0
27113,14035,104,1,301.48,0.0
27114,14035,189,1,248.12,0.0
27115,14036,181,1,731.65,0.0
27116,14037,17,1,161.28,0.0
27117,14037,27,1,499.73,0.0
27118,14038,106,3,329.99,49.9
27119,14038,11,1,103.13,0.0
27120,14038,113,1,82.26,19.24
27121,14039,181,3,731.65,62.27
27122,14040,55,1,1623.1,0.0
27123,14041,46,1,1304.57,142.26
27124,14041,125,1,87.97,0.0
27125,14042,2,3,50.73,4.95
27126,14042,186,2,257.45,0.0
27127,14042,5,1,48.72,3.98
27128,14043,41,1,1547.31,23.22
27129,14044,75,1,2794.31,15.73
27130,14044,130,1,235.05,6.41
27131,14044,184,1,303.95,22.05
27132,14045,64,1,465.77,0.0
27133,14046,85,1,907.06,0.0
27134,14046,123,2,93.91,0.0
27135,14047,37,1,908.83,22.75
27136,14048,70,1,4058.75,0.0
27137,14048,14,1,110.77,5.37
27138,14048,5,1,48.72,0.0
27139,14048,29,1,559.29,0.0
27140,14049,99,1,1026.9,0.0
27141,14049,130,3,235.05,0.0
27142,14049,16,2,158.48,18.54
27143,14050,130,1,235.05,0.0
27144,14051,117,4,98.25,0.0
27145,14051,20,2,161.19,0.0
27146,14051,11,3,103.13,5.12
27147,14052,13,3,179.89,0.0
27148,14052,197,1,302.64,0.0
27149,14052,22,1,129.12,0.0
27150,14052,181,3,731.65,0.0
27151,14052,184,1,303.95,0.0
27152,14053,109,1,185.46,0.0
27153,14053,25,3,129.85,23.02
27154,14054,125,1,87.97,0.0
27155,14055,96,1,3343.78,0.0
27156,14055,108,1,184.39,0.0
27157,14056,49,1,1280.17,0.0
27158,14056,128,1,239.27,0.0
27159,14057,25,1,129.85,0.0
27160,14058,18,1,285.54,10.32
27161,14058,196,3,306.35,24.27
27162,14059,140,1,4233.98,0.0
27163,14060,6,1,197.6,38.09
27164,14060,190,1,255.47,25.15
27165,14060,185,1,299.2,0.0
27166,14061,48,1,1300.02,0.0
27167,14061,109,1,185.46,46.06
27168,14062,7,1,198.41,0.0
27169,14062,180,1,688.25,0.0
27170,14062,181,1,731.65,0.0
27171,14063,65,2,512.6,0.0
27172,14063,128,1,239.27,0.0
27173,14064,116,2,87.82,0.0
27174,14065,158,1,1707.27,8.24
27175,14065,198,1,335.29,0.0
27176,14066,1,3,50.85,21.89
27177,14067,160,1,1697.54,0.0
27178,14067,109,2,185.46,0.0
27179,14067,110,3,184.33,0.0
27180,14068,45,1,1539.91,8.09
27181,14069,40,1,947.54,35.0
27182,14070,64,2,465.77,5.63
27183,14071,31,1,2252.55,0.0
27184,14071,110,1,184.33,0.0
27185,14072,130,2,235.05,0.0
27186,14073,23,2,226.71,0.0
27187,14074,92,1,2047.71,13.1
27188,14074,10,1,185.33,19.81
27189,14075,45,1,1539.91,60.08
27190,14075,108,3,184.39,0.0
27191,14076,101,1,1166.73,0.0
27192,14077,125,1,87.97,0.0
27193,14078,112,1,213.13,0.0
27194,14078,131,1,254.41,22.84
27195,14079,4,2,55.94,0.0
27196,14079,179,1,785.02,10.68
27197,14080,16,1,158.48,0.0
27198,14081,131,2,254.41,0.0
27199,14081,117,1,98.25,0.0
27200,14082,13,1,179.89,0.0
27201,14082,1,2,50.85,0.0
27202,14083,23,2,226.71,6.07
27203,14084,165,1,4522.45,0.0
27204,14085,147,2,3100.44,0.0
27205,14086,3,1,84.91,4.4
27206,14087,62,1,568.58,0.0
27207,14087,131,1,254.41,0.0
27208,14088,125,2,87.97,0.0
27209,14089,61,2,595.59,0.0
27210,14090,181,4,731.65,0.0
27211,14090,11,2,103.13,0.0
27212,14090,13,1,179.89,0.0
27213,14091,109,2,185.46,0.0
27214,14092,172,1,408.45,59.69
27215,14093,138,1,4383.05,274.55
27216,14094,29,2,559.29,0.0
27217,14095,54,1,1572.62,42.06
27218,14096,51,1,1607.91,0.0
27219,14096,110,1,184.33,0.0
27220,14097,186,2,257.45,0.0
27221,14097,22,1,129.12,0.0
27222,14097,9,1,211.58,0.0
27223,14097,17,3,161.28,6.58
27224,14097,19,1,175.03,0.0
27225,14098,122,3,70.04,0.0
27226,14098,123,1,93.91,0.0
27227,14098,108,1,184.39,0.0
27228,14098,129,2,234.73,20.15
27229,14099,143,1,2463.73,0.0
27230,14100,86,1,994.42,62.39
27231,14100,11,3,103.13,0.0
27232,14100,104,2,301.48,0.0
27233,14101,106,1,329.99,0.0
